,x,y,Shape,xyGPS,xGPS,yGPS
N3724,1585366.0470944298,7771142.360050177,"(1585366.0470944298, 7771142.3600501772)","(1.545703481152334, 45.135067069085409)",1.545703481152334,45.13506706908541
N3725,1585660.2662726596,7775945.724250999,"(1585660.2662726596, 7775945.7242509993)","(1.5482699977367029, 45.178239834904105)",1.548269997736703,45.178239834904105
N3726,1586535.5990086112,7773672.874337125,"(1586535.5990086112, 7773672.8743371246)","(1.5599284468427939, 45.157984755461179)",1.5599284468427939,45.15798475546118
N3727,1579585.0246024756,7771476.116543591,"(1579585.0246024756, 7771476.116543591)","(1.4722970250488072, 45.137043866600088)",1.4722970250488072,45.13704386660009
N3728,1584530.4976811826,7773867.162496877,"(1584530.4976811826, 7773867.1624968769)","(1.534438699071623, 45.159384451713947)",1.534438699071623,45.15938445171395
N3729,1585184.8774511907,7769542.9784967825,"(1585184.8774511907, 7769542.9784967825)","(1.5437948095695093, 45.120677842088568)",1.5437948095695093,45.12067784208857
N3730,1583035.5985763182,7774289.1319355965,"(1583035.5985763182, 7774289.1319355965)","(1.5153652306580243, 45.16291187490426)",1.5153652306580243,45.16291187490426
N3731,1583053.8872630931,7774065.4877462275,"(1583053.8872630931, 7774065.4877462275)","(1.5156528081769818, 45.160907326111371)",1.5156528081769818,45.16090732611137
N3732,1581684.0920608032,7772100.940953315,"(1581684.0920608032, 7772100.9409533152)","(1.4987641196579589, 45.143029023027601)",1.4987641196579589,45.1430290230276
N3733,1584633.8578608166,7774295.301682793,"(1584633.8578608166, 7774295.3016827926)","(1.5356454355516167, 45.163245985414257)",1.5356454355516167,45.16324598541426
N3734,1585694.2944094145,7775454.136937283,"(1585694.2944094145, 7775454.136937283)","(1.5488212316877288, 45.173832368131492)",1.5488212316877288,45.17383236813149
N3735,1581636.3234536627,7774821.991126484,"(1581636.3234536627, 7774821.9911264842)","(1.4974749260103224, 45.167448428660222)",1.4974749260103224,45.16744842866022
N3736,1582556.7560503408,7773071.060875122,"(1582556.7560503408, 7773071.0608751224)","(1.5095923174779202, 45.151892486750143)",1.5095923174779202,45.15189248675014
N3737,1582194.1411227267,7774393.2442097245,"(1582194.1411227267, 7774393.2442097245)","(1.5046612964615602, 45.163698256032269)",1.5046612964615602,45.16369825603227
N3738,1585906.9845865984,7773400.316811749,"(1585906.9845865984, 7773400.3168117488)","(1.5520180778995301, 45.155430505500902)",1.55201807789953,45.1554305055009
N3739,1584275.114844406,7774082.477434506,"(1584275.114844406, 7774082.4774345057)","(1.5311452690969607, 45.16127312530201)",1.5311452690969607,45.16127312530201
N3740,1581323.3234627992,7772770.70690818,"(1581323.3234627992, 7772770.7069081804)","(1.4940191909475624, 45.148977552558087)",1.4940191909475624,45.14897755255809
N3741,1585702.5614329628,7771463.950711352,"(1585702.5614329628, 7771463.9507113518)","(1.5498936875626412, 45.13801189099528)",1.5498936875626412,45.13801189099528
N3742,1586451.7936304647,7768976.346823904,"(1586451.7936304647, 7768976.3468239037)","(1.5599955897797091, 45.115808061816402)",1.559995589779709,45.1158080618164
N3743,1581917.0120205549,7764284.9257424185,"(1581917.0120205549, 7764284.9257424185)","(1.5036732063170315, 45.072906126933759)",1.5036732063170315,45.07290612693376
N3744,1582900.7401669081,7764209.814239983,"(1582900.7401669081, 7764209.8142399834)","(1.5161542492921887, 45.072405226070451)",1.5161542492921887,45.07240522607045
N3745,1589888.6131993313,7765423.04503848,"(1589888.6131993313, 7765423.0450384803)","(1.6043992541667775, 45.084486014328164)",1.6043992541667775,45.084486014328164
N3746,1600495.265069317,7763888.204695918,"(1600495.2650693171, 7763888.2046959177)","(1.739129704488839, 45.072373710454585)",1.739129704488839,45.072373710454585
N3747,1589526.2686297197,7785519.623411916,"(1589526.2686297197, 7785519.6234119162)","(1.595094551987992, 45.264848422408363)",1.595094551987992,45.26484842240836
N3748,1591303.7416254552,7784535.474106518,"(1591303.7416254552, 7784535.4741065176)","(1.617921643316274, 45.256305206071907)",1.617921643316274,45.25630520607191
N3749,1593191.6024881608,7785633.75088959,"(1593191.6024881608, 7785633.75088959)","(1.6416708833783034, 45.266472123936701)",1.6416708833783034,45.2664721239367
N3750,1592935.957257952,7781193.595996422,"(1592935.9572579521, 7781193.5959964218)","(1.6394323351899647, 45.22656525134628)",1.6394323351899647,45.22656525134628
N3751,1594981.8150673134,7771220.4982980685,"(1594981.8150673134, 7771220.4982980685)","(1.6676497334803855, 45.137353109512084)",1.6676497334803855,45.137353109512084
N3752,1594837.6120877448,7773127.94038365,"(1594837.6120877448, 7773127.9403836504)","(1.6653952422374101, 45.154454749108375)",1.66539524223741,45.154454749108375
N3753,1595703.7057747922,7770648.73296951,"(1595703.7057747922, 7770648.7329695104)","(1.676932803103085, 45.132333394411205)",1.676932803103085,45.132333394411205
N3754,1595532.0052453247,7782712.54040508,"(1595532.0052453247, 7782712.5404050797)","(1.6720784381926928, 45.240615689356197)",1.6720784381926928,45.2406156893562
N3755,1591218.5330221106,7771229.265886022,"(1591218.5330221106, 7771229.2658860218)","(1.6199138423284907, 45.136828192157807)",1.6199138423284907,45.13682819215781
N3756,1591092.8554094885,7773048.76538421,"(1591092.8554094885, 7773048.7653842103)","(1.6178995422113533, 45.153142328869222)",1.6178995422113533,45.15314232886922
N3757,1595687.701259154,7757938.573701034,"(1595687.7012591539, 7757938.5737010343)","(1.6795340687340707, 45.018230780993441)",1.6795340687340707,45.01823078099344
N3758,1593773.1985915399,7762885.150667459,"(1593773.1985915399, 7762885.1506674588)","(1.6541938878020594, 45.062333133198024)",1.6541938878020594,45.062333133198024
N3759,1593630.3462687335,7762218.668646608,"(1593630.3462687335, 7762218.6686466075)","(1.6525343039504032, 45.056327447918306)",1.6525343039504032,45.05632744791831
N3760,1598628.860334807,7777621.480887389,"(1598628.8603348071, 7777621.4808873888)","(1.7125331413204103, 45.195385464383669)",1.7125331413204103,45.19538546438367
N3761,1589401.955280718,7770713.497831442,"(1589401.9552807179, 7770713.4978314424)","(1.5969934478603443, 45.13189894555844)",1.5969934478603443,45.13189894555844
N3762,1587755.241025539,7772311.679721384,"(1587755.2410255391, 7772311.6797213843)","(1.5757283734900309, 45.14597120818118)",1.575728373490031,45.14597120818118
N3763,1588995.885551759,7768222.348304102,"(1588995.885551759, 7768222.3483041022)","(1.5924292452456494, 45.109467665053394)",1.5924292452456494,45.109467665053394
N3764,1587560.2033072722,7767463.82262693,"(1587560.2033072722, 7767463.8226269297)","(1.5744091470132089, 45.102417745590344)",1.5744091470132089,45.102417745590344
N3765,1583830.8841796212,7780609.923225368,"(1583830.8841796212, 7780609.9232253684)","(1.5238974786152943, 45.219797496002819)",1.5238974786152943,45.21979749600282
N3766,1583563.1192161422,7780957.176368849,"(1583563.1192161422, 7780957.1763688494)","(1.5204099983247292, 45.222868327208801)",1.5204099983247292,45.2228683272088
N3767,1586815.938637874,7767446.60592575,"(1586815.9386378741, 7767446.60592575)","(1.5649792019227657, 45.102137293588726)",1.5649792019227657,45.102137293588726
N3768,1585522.5560783893,7767765.065830204,"(1585522.5560783893, 7767765.0658302037)","(1.5485076443021406, 45.104775365427436)",1.5485076443021406,45.104775365427436
N3769,1585999.860322355,7764760.91532066,"(1585999.8603223551, 7764760.91532066)","(1.5552828543503283, 45.077889003485318)",1.5552828543503283,45.07788900348532
N3770,1581581.9684394016,7761808.414986331,"(1581581.9684394016, 7761808.414986331)","(1.5000486655907279, 45.050616182747156)",1.500048665590728,45.050616182747156
N3771,1583626.3101793728,7763995.915481424,"(1583626.3101793728, 7763995.915481424)","(1.5253987712503942, 45.07061204735701)",1.5253987712503942,45.07061204735701
N3772,1583552.3207964003,7763162.3538466655,"(1583552.3207964003, 7763162.3538466655)","(1.5246667089201844, 45.063116530686742)",1.5246667089201844,45.06311653068674
N3773,1589777.7429269191,7764578.453346951,"(1589777.7429269191, 7764578.4533469509)","(1.6031912917671953, 45.076885832703461)",1.6031912917671953,45.07688583270346
N3774,1598273.9431838216,7763959.369822381,"(1598273.9431838216, 7763959.3698223811)","(1.7109723528967073, 45.072677641035277)",1.7109723528967073,45.07267764103528
N3775,1594610.6857194186,7761540.060671184,"(1594610.6857194186, 7761540.0606711842)","(1.6651015855005655, 45.050391177228896)",1.6651015855005655,45.050391177228896
N3776,1591596.257570853,7784754.261488907,"(1591596.257570853, 7784754.261488907)","(1.6215896739276585, 45.258317346290191)",1.6215896739276585,45.25831734629019
N3777,1580851.1967136252,7773068.162671874,"(1580851.1967136252, 7773068.1626718743)","(1.4879544163667484, 45.15156364649431)",1.4879544163667484,45.15156364649431
N3778,1584450.4704207305,7772706.0641870415,"(1584450.4704207305, 7772706.0641870415)","(1.5337078347643061, 45.148946874819757)",1.533707834764306,45.14894687481976
N3779,1597206.5539556798,7755778.338959673,"(1597206.5539556798, 7755778.3389596734)","(1.699225604535715, 44.999074804136896)",1.699225604535715,44.999074804136896
N3780,1584153.4332520291,7773858.1021224605,"(1584153.4332520291, 7773858.1021224605)","(1.5296563460587878, 45.159237647720857)",1.5296563460587878,45.15923764772086
N3781,1585606.538926204,7774795.230121627,"(1585606.538926204, 7774795.2301216274)","(1.5478673880875289, 45.167901883069113)",1.5478673880875289,45.16790188306911
N3782,1583239.6692100335,7774726.601719222,"(1583239.6692100335, 7774726.601719222)","(1.5178464521803798, 45.16687506338522)",1.5178464521803798,45.16687506338522
N3783,1583900.3764478762,7773876.7349628685,"(1583900.3764478762, 7773876.7349628685)","(1.5264407234979174, 45.159360869186266)",1.5264407234979174,45.159360869186266
N3784,1581201.4929065376,7772995.857296744,"(1581201.4929065376, 7772995.8572967444)","(1.492416863271945, 45.150977088548181)",1.492416863271945,45.15097708854818
N3785,1581552.4782031311,7773305.210011023,"(1581552.4782031311, 7773305.2100110231)","(1.4967920655332294, 45.153816744671829)",1.4967920655332294,45.15381674467183
N3786,1581393.8710764826,7773673.34072608,"(1581393.8710764826, 7773673.3407260804)","(1.4946870960863572, 45.157093373491996)",1.4946870960863572,45.157093373491996
N3787,1581749.6636140419,7773706.952912164,"(1581749.6636140419, 7773706.9529121639)","(1.4991930960335615, 45.157458371656077)",1.4991930960335615,45.15745837165608
N3788,1582927.2276150628,7772996.210879445,"(1582927.2276150628, 7772996.2108794451)","(1.5143111533833462, 45.151285729986284)",1.5143111533833462,45.151285729986284
N3789,1581197.4652343297,7774488.107065498,"(1581197.4652343297, 7774488.1070654979)","(1.4919896424771424, 45.164372868062955)",1.4919896424771424,45.164372868062955
N3790,1585156.5375158007,7773321.143349635,"(1585156.5375158007, 7773321.1433496354)","(1.5425155947939113, 45.154590787983516)",1.5425155947939113,45.154590787983516
N3791,1587048.8783794476,7772312.438114142,"(1587048.8783794476, 7772312.438114142)","(1.5667672925357359, 45.145858656483128)",1.5667672925357359,45.14585865648313
N3792,1584891.774625894,7771756.664405391,"(1584891.7746258939, 7771756.6644053906)","(1.539538224508654, 45.140500134701639)",1.539538224508654,45.14050013470164
N3793,1583824.737069481,7769126.671320872,"(1583824.7370694811, 7769126.6713208724)","(1.5266508573249222, 45.116704968149662)",1.5266508573249222,45.11670496814966
N3794,1581098.378538429,7771951.146934152,"(1581098.378538429, 7771951.1469341516)","(1.4913720876126855, 45.14158003428949)",1.4913720876126855,45.14158003428949
N3795,1586232.0952798119,7769321.977788372,"(1586232.0952798119, 7769321.977788372)","(1.5571267731327778, 45.118873403441036)",1.5571267731327778,45.118873403441036
N3796,1585849.919675942,7770341.205302781,"(1585849.919675942, 7770341.2053027814)","(1.5520344432049409, 45.127957914524416)",1.5520344432049409,45.127957914524416
N3797,1585958.6475119262,7770722.116301253,"(1585958.6475119262, 7770722.1163012534)","(1.5533212298597081, 45.131396071211469)",1.553321229859708,45.13139607121147
N3798,1584056.9244634397,7774727.8715437455,"(1584056.9244634397, 7774727.8715437455)","(1.5282177547968712, 45.16702922454899)",1.5282177547968712,45.16702922454899
N3799,1584548.1675650433,7771094.360238113,"(1584548.1675650433, 7771094.3602381134)","(1.5353418160061736, 45.134494986133198)",1.5353418160061736,45.1344949861332
N3800,1581611.6185880625,7771098.103846286,"(1581611.6185880625, 7771098.1038462864)","(1.4980964941018389, 45.134013449562275)",1.4980964941018389,45.134013449562275
N3801,1586619.6258687582,7772760.495737065,"(1586619.6258687582, 7772760.4957370646)","(1.5612140852994407, 45.149808174463374)",1.5612140852994407,45.149808174463374
N3802,1584590.596836353,7773846.045635726,"(1584590.596836353, 7773846.0456357263)","(1.5352064706432358, 45.159205289663831)",1.5352064706432358,45.15920528966383
N3803,1583721.898846957,7771546.252807595,"(1583721.8988469569, 7771546.2528075948)","(1.524750749637078, 45.138408110130406)",1.524750749637078,45.138408110130406
N3804,1586347.8481135888,7770812.402492459,"(1586347.8481135888, 7770812.4024924589)","(1.5582355203387928, 45.132273075785058)",1.5582355203387928,45.13227307578506
N3805,1585207.0897121232,7774683.0673115775,"(1585207.0897121232, 7774683.0673115775)","(1.5428252725080442, 45.166826208270614)",1.5428252725080442,45.166826208270614
N3806,1585136.4272935183,7771667.765281424,"(1585136.4272935183, 7771667.7652814239)","(1.5426631974557896, 45.139744269548494)",1.5426631974557896,45.139744269548494
N3807,1581540.8774329813,7774525.921672869,"(1581540.8774329813, 7774525.9216728685)","(1.4963380696862494, 45.1647735074556)",1.4963380696862494,45.1647735074556
N3808,1582694.4196846548,7773493.233057159,"(1582694.4196846548, 7773493.233057159)","(1.5112338302029598, 45.155706744856808)",1.5112338302029598,45.15570674485681
N3809,1581018.128576333,7772538.441650016,"(1581018.1285763329, 7772538.4416500162)","(1.4902059646871813, 45.146838010261902)",1.4902059646871813,45.1468380102619
N3810,1581355.5537288655,7771315.423263003,"(1581355.5537288655, 7771315.4232630031)","(1.4947941877186257, 45.13591883501438)",1.4947941877186257,45.13591883501438
N3811,1580880.5042602434,7771825.25934729,"(1580880.5042602434, 7771825.2593472898)","(1.488640215820666, 45.140411002756544)",1.488640215820666,45.140411002756544
N3812,1586333.9114073748,7773321.63057782,"(1586333.9114073748, 7773321.6305778204)","(1.5574539759262982, 45.154797075182614)",1.5574539759262982,45.154797075182614
N3813,1580559.136858591,7771849.918158144,"(1580559.1368585911, 7771849.9181581438)","(1.4845576197956187, 45.1405748495607)",1.4845576197956187,45.1405748495607
N3814,1580752.4770279052,7781986.361493145,"(1580752.4770279052, 7781986.3614931451)","(1.4844428494250879, 45.231610495326166)",1.4844428494250879,45.231610495326166
N3815,1580924.447568604,7784005.798235185,"(1580924.447568604, 7784005.7982351854)","(1.4861161514815524, 45.249771943536196)",1.4861161514815524,45.249771943536196
N3816,1580935.973585644,7785772.909264592,"(1580935.973585644, 7785772.9092645925)","(1.4858146017574811, 45.265639500985117)",1.4858146017574811,45.26563950098512
N3817,1582725.8776880605,7786281.852188019,"(1582725.8776880605, 7786281.8521880191)","(1.508444483304995, 45.270527134451648)",1.508444483304995,45.27052713445165
N3818,1580104.4223125787,7786711.748595921,"(1580104.4223125787, 7786711.7485959213)","(1.4750024505245496, 45.273919214439545)",1.4750024505245496,45.273919214439545
N3819,1579944.6187869771,7786074.54690689,"(1579944.6187869771, 7786074.5469068903)","(1.4731333842208194, 45.268169388540294)",1.4731333842208194,45.268169388540294
N3820,1580381.4051673817,7785945.107515443,"(1580381.4051673817, 7785945.1075154431)","(1.4787199361749832, 45.267085987035799)",1.4787199361749832,45.2670859870358
N3821,1579292.0811666735,7785413.023658382,"(1579292.0811666735, 7785413.0236583818)","(1.4650067454261688, 45.262111917230051)",1.4650067454261688,45.26211191723005
N3822,1596805.9869085867,7775997.754986717,"(1596805.9869085867, 7775997.7549867174)","(1.689742138598755, 45.180527457790731)",1.689742138598755,45.18052745779073
N3823,1596721.277128782,7776396.013836501,"(1596721.2771287819, 7776396.0138365012)","(1.6885794448900486, 45.184089902336716)",1.6885794448900486,45.184089902336716
N3824,1595528.1146307527,7776032.76111535,"(1595528.1146307527, 7776032.7611153498)","(1.6735124677276709, 45.180642483409031)",1.673512467727671,45.18064248340903
N3825,1594001.0233174204,7777447.735426642,"(1594001.0233174204, 7777447.735426642)","(1.6538083522862532, 45.193104772323991)",1.6538083522862532,45.19310477232399
N3826,1596874.872754742,7769001.299999287,"(1596874.8727547419, 7769001.2999992874)","(1.6921468741105536, 45.117725729689703)",1.6921468741105536,45.1177257296897
N3827,1600035.206170125,7772011.741434551,"(1600035.2061701249, 7772011.7414345508)","(1.7315814232625746, 45.145233849300865)",1.7315814232625746,45.145233849300865
N3828,1586274.8874950935,7765089.524466639,"(1586274.8874950935, 7765089.5244666394)","(1.5586883636710018, 45.080885814939712)",1.5586883636710018,45.08088581493971
N3829,1597264.603878371,7766463.692739491,"(1597264.603878371, 7766463.6927394914)","(1.6976405968918844, 45.095004805790026)",1.6976405968918844,45.095004805790026
N3830,1598841.7847771808,7764353.166959135,"(1598841.7847771808, 7764353.1669591349)","(1.718082165059204, 45.076299141748073)",1.718082165059204,45.07629914174807
N3831,1594347.4749557767,7766189.688666213,"(1594347.4749557767, 7766189.6886662133)","(1.6607294808725779, 45.092089330848815)",1.6607294808725779,45.092089330848815
N3832,1595223.798258869,7766299.13171898,"(1595223.798258869, 7766299.1317189801)","(1.6718113678908499, 45.093210049286299)",1.67181136789085,45.0932100492863
N3833,1591655.8621391933,7769989.27687519,"(1591655.8621391933, 7769989.2768751904)","(1.6257456709741254, 45.125767482753012)",1.6257456709741254,45.12576748275301
N3834,1593754.2494352134,7767382.777186621,"(1593754.2494352134, 7767382.777186621)","(1.6529428892034108, 45.102705726503245)",1.6529428892034108,45.102705726503245
N3835,1591444.9338593544,7761791.297358992,"(1591444.9338593544, 7761791.2973589916)","(1.6249540582767013, 45.052139202530327)",1.6249540582767013,45.05213920253033
N3836,1587817.4812408325,7774928.255056493,"(1587817.4812408325, 7774928.255056493)","(1.5758951930351093, 45.169472191585051)",1.5758951930351093,45.16947219158505
N3837,1588086.3110896714,7776361.206458945,"(1588086.3110896714, 7776361.2064589448)","(1.5789666005320315, 45.182382077881499)",1.5789666005320315,45.1823820778815
N3838,1588847.4334972478,7777187.930403742,"(1588847.4334972478, 7777187.930403742)","(1.5884336157679508, 45.189931765347147)",1.5884336157679508,45.18993176534715
N3839,1587287.5218663092,7774268.030780427,"(1587287.5218663092, 7774268.0307804272)","(1.5693271257590504, 45.163455466417133)",1.5693271257590504,45.16345546641713
N3840,1587668.351137255,7773939.3698803475,"(1587668.3511372551, 7773939.3698803475)","(1.5742382380673732, 45.160569208519682)",1.5742382380673732,45.16056920851968
N3841,1586203.7971230373,7775388.474393419,"(1586203.7971230373, 7775388.474393419)","(1.5553039681374621, 45.173330125646039)",1.555303968137462,45.17333012564604
N3842,1588082.4245546802,7774442.979195285,"(1588082.4245546802, 7774442.9791952847)","(1.5793730057220521, 45.165160120332736)",1.579373005722052,45.165160120332736
N3843,1586578.767648777,7774809.212329447,"(1586578.767648777, 7774809.2123294473)","(1.560202708723863, 45.168193678221776)",1.560202708723863,45.168193678221776
N3844,1589779.861400439,7776627.5240278365,"(1589779.8614004389, 7776627.5240278365)","(1.6004033504704713, 45.185055522100548)",1.6004033504704713,45.18505552210055
N3845,1588835.348460518,7774886.677317771,"(1588835.3484605181, 7774886.6773177711)","(1.5888233633332385, 45.169269583676844)",1.5888233633332385,45.169269583676844
N3846,1589058.491618251,7776460.220532825,"(1589058.491618251, 7776460.2205328252)","(1.5912847708344389, 45.183433695240126)",1.5912847708344389,45.183433695240126
N3847,1588372.546040346,7775812.948635824,"(1588372.5460403459, 7775812.948635824)","(1.5827301975391774, 45.177507986831522)",1.5827301975391774,45.17750798683152
N3848,1595752.094987283,7761394.117156707,"(1595752.094987283, 7761394.1171567068)","(1.679588297561956, 45.049260275776177)",1.679588297561956,45.04926027577618
N3849,1594992.579629665,7761324.863887841,"(1594992.579629665, 7761324.8638878409)","(1.6699855470861544, 45.04851956920092)",1.6699855470861544,45.04851956920092
N3850,1590284.0535958125,7766245.315062741,"(1590284.0535958125, 7766245.3150627408)","(1.6092192109650445, 45.091932721899227)",1.6092192109650445,45.09193272189923
N3851,1592399.8375260422,7765869.690048242,"(1592399.8375260422, 7765869.690048242)","(1.6361190087323954, 45.08890533773419)",1.6361190087323954,45.08890533773419
N3852,1582283.8622267542,7766265.606420569,"(1582283.8622267542, 7766265.6064205691)","(1.5078273966557079, 45.090751048936177)",1.5078273966557079,45.09075104893618
N3853,1586423.8390109884,7789548.046224669,"(1586423.8390109884, 7789548.0462246686)","(1.554674814420467, 45.300495121384905)",1.554674814420467,45.300495121384905
N3854,1587366.9288209195,7787783.273329264,"(1587366.9288209195, 7787783.2733292636)","(1.5670971785249876, 45.284810347476132)",1.5670971785249876,45.28481034747613
N3855,1592376.7879679794,7760704.616719598,"(1592376.7879679794, 7760704.616719598)","(1.6370022336978769, 45.042535223506931)",1.637002233697877,45.04253522350693
N3856,1599073.567729602,7761271.265118815,"(1599073.5677296021, 7761271.265118815)","(1.7216764343953799, 45.048667834593466)",1.7216764343953799,45.048667834593466
N3857,1598139.9691821705,7761474.208708877,"(1598139.9691821705, 7761474.2087088767)","(1.709810158761091, 45.050347853377069)",1.709810158761091,45.05034785337707
N3858,1590638.1010374567,7779951.881821189,"(1590638.1010374567, 7779951.8818211891)","(1.6105264609998549, 45.215043160147189)",1.6105264609998549,45.21504316014719
N3859,1590115.7713686803,7779944.807645839,"(1590115.7713686803, 7779944.8076458387)","(1.603893261699229, 45.214893600505434)",1.603893261699229,45.214893600505434
N3860,1590873.6761587122,7780854.968898194,"(1590873.6761587122, 7780854.9688981939)","(1.6133092793499713, 45.223189908883803)",1.6133092793499713,45.2231899088838
N3861,1588496.9994968276,7781132.346539341,"(1588496.9994968276, 7781132.3465393409)","(1.5830495168706122, 45.225286189771559)",1.5830495168706122,45.22528618977156
N3862,1586332.913787095,7783089.5212322,"(1586332.9137870951, 7783089.5212321999)","(1.5550821432444994, 45.242491827573517)",1.5550821432444994,45.24249182757352
N3863,1589592.7161825206,7781283.929360266,"(1589592.7161825206, 7781283.9293602658)","(1.5969348096974119, 45.226829865748989)",1.5969348096974119,45.22682986574899
N3864,1590913.8319589212,7782557.21328289,"(1590913.8319589212, 7782557.2132828897)","(1.6134243975891398, 45.238479711469424)",1.6134243975891398,45.238479711469424
N3865,1593581.59015779,7784145.912793286,"(1593581.5901577901, 7784145.9127932861)","(1.6469666747509502, 45.253175984993227)",1.6469666747509502,45.25317598499323
N3866,1590201.3016541833,7785296.704821393,"(1590201.3016541833, 7785296.7048213929)","(1.6037292067951883, 45.262958773922485)",1.6037292067951883,45.262958773922485
N3867,1590155.726901153,7785951.0691745225,"(1590155.7269011531, 7785951.0691745225)","(1.6029966673672407, 45.268826483902103)",1.6029966673672407,45.2688264839021
N3868,1591299.4458745755,7786375.465260984,"(1591299.4458745755, 7786375.4652609844)","(1.6174410056100297, 45.272824981362184)",1.6174410056100297,45.272824981362184
N3869,1592800.8246164918,7783689.118759505,"(1592800.8246164918, 7783689.1187595055)","(1.6371461811740107, 45.248949250804017)",1.6371461811740107,45.24894925080402
N3870,1592573.193022374,7787990.317742169,"(1592573.1930223741, 7787990.3177421689)","(1.6332685008250998, 45.287531383624405)",1.6332685008250998,45.287531383624405
N3871,1593734.230248625,7784503.34846636,"(1593734.2302486249, 7784503.34846636)","(1.6488260963572743, 45.256409649859847)",1.6488260963572743,45.25640964985985
N3872,1592421.3856102135,7779020.968658317,"(1592421.3856102135, 7779020.9686583169)","(1.6333915473014935, 45.206975964405508)",1.6333915473014935,45.20697596440551
N3873,1591765.561101342,7780292.880023518,"(1591765.5611013421, 7780292.8800235176)","(1.6247695313849788, 45.21828904056094)",1.6247695313849788,45.21828904056094
N3874,1597686.511968874,7760327.609806651,"(1597686.5119688739, 7760327.6098066512)","(1.7043154957394595, 45.039985643498362)",1.7043154957394595,45.03998564349836
N3875,1597554.4715051781,7759105.234170516,"(1597554.4715051781, 7759105.234170516)","(1.7029081436787472, 45.028992410932126)",1.7029081436787472,45.028992410932126
N3876,1578829.818745861,7773565.5014825715,"(1578829.8187458611, 7773565.5014825715)","(1.4621814528245232, 45.15566384738721)",1.4621814528245232,45.15566384738721
N3877,1589141.526659647,7788061.501603644,"(1589141.526659647, 7788061.5016036443)","(1.5896023855643329, 45.28760688119754)",1.5896023855643329,45.28760688119754
N3878,1578754.415361262,7780779.199061499,"(1578754.4153612619, 7780779.199061499)","(1.4593670363630606, 45.220411566850622)",1.4593670363630606,45.22041156685062
N3879,1579307.3639888307,7777328.683692896,"(1579307.3639888307, 7777328.6836928958)","(1.467276380605933, 45.189534320935252)",1.467276380605933,45.18953432093525
N3880,1600041.5370762935,7765444.325132681,"(1600041.5370762935, 7765444.3251326811)","(1.733052325978804, 45.086275545023433)",1.733052325978804,45.08627554502343
N3881,1598834.455055086,7767557.637429985,"(1598834.4550550859, 7767557.6374299852)","(1.7173032285509335, 45.105065508053144)",1.7173032285509335,45.105065508053144
N3882,1599828.2004843296,7765738.511221536,"(1599828.2004843296, 7765738.5112215364)","(1.7302864849266339, 45.088884540412252)",1.730286484926634,45.08888454041225
N3883,1588468.3713908806,7763303.835342926,"(1588468.3713908806, 7763303.835342926)","(1.5869025230084162, 45.065226201023776)",1.5869025230084162,45.065226201023776
N3884,1589340.517562089,7763059.356466092,"(1589340.517562089, 7763059.3564660922)","(1.5980072262139851, 45.063176737969862)",1.598007226213985,45.06317673796986
N3885,1588465.8556386465,7763962.00055841,"(1588465.8556386465, 7763962.0005584098)","(1.5867154322059172, 45.07113401391063)",1.5867154322059172,45.07113401391063
N3886,1582586.0637342336,7777449.561044447,"(1582586.0637342336, 7777449.5610444471)","(1.5088728825312776, 45.191205818436814)",1.5088728825312776,45.19120581843681
N3887,1585179.9632884283,7776522.601136767,"(1585179.9632884283, 7776522.6011367673)","(1.5420326128020885, 45.183336217737974)",1.5420326128020885,45.183336217737974
N3888,1585637.8491665446,7777462.877874773,"(1585637.8491665446, 7777462.877874773)","(1.5476169633776848, 45.191856602286627)",1.5476169633776848,45.19185660228663
N3889,1581880.787796731,7775657.607492307,"(1581880.7877967311, 7775657.6074923072)","(1.5003678709443322, 45.174993587635527)",1.5003678709443322,45.17499358763553
N3890,1580772.3093477522,7774788.712941624,"(1580772.3093477522, 7774788.7129416242)","(1.4865183262873711, 45.166995574569157)",1.4865183262873711,45.16699557456916
N3891,1590876.1553448208,7777570.730152039,"(1590876.1553448208, 7777570.7301520389)","(1.6141025696147424, 45.193704133871613)",1.6141025696147424,45.19370413387161
N3892,1584684.5493319836,7771143.235969729,"(1584684.5493319836, 7771143.2359697288)","(1.5370596220022479, 45.13495736824477)",1.5370596220022479,45.13495736824477
N3893,1599349.221075133,7771183.067454392,"(1599349.221075133, 7771183.0674543921)","(1.7230556807440283, 45.137690963196299)",1.7230556807440283,45.1376909631963
N3894,1584743.4293668922,7773375.321017471,"(1584743.4293668922, 7773375.3210174711)","(1.5372608662952634, 45.155005827289102)",1.5372608662952634,45.1550058272891
N3895,1598003.989512281,7770962.627974262,"(1598003.989512281, 7770962.6279742625)","(1.7060398377314052, 45.135507410006738)",1.7060398377314052,45.13550741000674
N3896,1594881.0355620978,7760074.975262716,"(1594881.0355620978, 7760074.9752627164)","(1.6688505913669196, 45.037282044392242)",1.6688505913669196,45.03728204439224
N3897,1591156.7866202975,7774333.029388427,"(1591156.7866202975, 7774333.0293884268)","(1.6184141136435293, 45.164682484921116)",1.6184141136435293,45.164682484921116
N3898,1589225.028745452,7776067.69016663,"(1589225.0287454519, 7776067.6901666299)","(1.5934912795986595, 45.179937356099579)",1.5934912795986595,45.17993735609958
N3899,1596725.2730874966,7780870.965977758,"(1596725.2730874966, 7780870.9659777582)","(1.6876479829344035, 45.224267571263688)",1.6876479829344035,45.22426757126369
