,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV146,"7774452.78186, 1586638.15792","[1586638.1579189305, 7774452.781862871]",1586638.15792,7774452.78186,N2734,"(1.5610421956048259, 45.165003892790324)",1.561042195604826,45.165003892790324
LV147,"7774894.69539, 1586838.67594","[1586838.6759405881, 7774894.695388045]",1586838.67594,7774894.69539,N2735,"(1.5634807294048172, 45.169005322990309)",1.5634807294048172,45.16900532299031
LV148,"7773773.05595, 1586754.33967","[1586754.3396664953, 7773773.055952145]",1586754.33967,7773773.05595,N2736,"(1.5626799329048195, 45.158921360890282)",1.5626799329048195,45.15892136089028
LV149,"7774696.31164, 1588237.44907","[1588237.4490692925, 7774696.311641383]",1588237.44907,7774696.31164,N2737,"(1.5812802646047563, 45.1674604821903)",1.5812802646047563,45.1674604821903
LV150,"7773485.83052, 1588062.65843","[1588062.6584306047, 7773485.830521832]",1588062.65843,7773485.83052,N2738,"(1.5793494984047638, 45.15656389259027)",1.5793494984047638,45.15656389259027
LV151,"7773725.69679, 1588139.13517","[1588139.135169326, 7773725.6967886]",1588139.13517,7773725.69679,N2739,"(1.5802629493047597, 45.158730157490282)",1.5802629493047597,45.15873015749028
LV152,"7762390.95978, 1596548.659","[1596548.6590024284, 7762390.959778476]",1596548.659,7762390.95978,N2740,"(1.6894576800043841, 45.058332758389952)",1.6894576800043841,45.05833275838995
LV153,"7762429.81693, 1583187.15833","[1583187.158326953, 7762429.816932558]",1583187.15833,7762429.81693,N2741,"(1.520222338904951, 45.056477028989953)",1.520222338904951,45.05647702898995
LV154,"7766142.00555, 1582610.7277","[1582610.7276983736, 7766142.005549273]",1582610.7277,7766142.00555,N2742,"(1.512000394504982, 45.089699104290084)",1.512000394504982,45.089699104290084
LV155,"7784987.04164, 1585396.89794","[1585396.8979444765, 7784987.041644288]",1585396.89794,7784987.04164,N2743,"(1.5427235987048957, 45.259367677190596)",1.5427235987048957,45.259367677190596
LV156,"7785791.42722, 1585037.66463","[1585037.6646308266, 7785791.427215542]",1585037.66463,7785791.42722,N2744,"(1.5379598043049112, 45.266527733290637)",1.5379598043049112,45.26652773329064
LV157,"7787250.99517, 1587150.81485","[1587150.814847558, 7787250.995168357]",1587150.81485,7787250.99517,N2745,"(1.5644764921048229, 45.279994573590656)",1.5644764921048229,45.279994573590656
LV158,"7787432.64756, 1584780.01412","[1584780.0141197091, 7787432.647563408]",1584780.01412,7787432.64756,N2746,"(1.5342809950049243, 45.281218750890687)",1.5342809950049243,45.28121875089069
LV159,"7760918.83034, 1593164.32152","[1593164.3215216296, 7760918.830343595]",1593164.32152,7760918.83034,N2747,"(1.6469255105045275, 45.044584638489923)",1.6469255105045275,45.04458463848992
LV160,"7762182.61072, 1598609.42473","[1598609.4247248864, 7762182.610718511]",1598609.42473,7762182.61072,N2748,"(1.7156034921042971, 45.056778618389927)",1.715603492104297,45.05677861838993
LV161,"7777795.96804, 1587154.99619","[1587154.996187586, 7777795.968042036]",1587154.99619,7777795.96804,N2749,"(1.5668000543048073, 45.195105927190411)",1.5668000543048073,45.19510592719041
LV162,"7783793.65146, 1589719.01922","[1589719.0192251452, 7783793.651459222]",1589719.01922,7783793.65146,N2750,"(1.5979505495047071, 45.249383856990548)",1.597950549504707,45.24938385699055
LV163,"7783262.91449, 1587085.48006","[1587085.4800584335, 7783262.91449466]",1587085.48006,7783262.91449,N2751,"(1.5646046875048203, 45.244176791690556)",1.5646046875048203,45.244176791690556
LV164,"7781523.9058, 1588195.79089","[1588195.7908836994, 7781523.905796455]",1588195.79089,7781523.9058,N2752,"(1.579129611304769, 45.228751124890493)",1.579129611304769,45.22875112489049
LV165,"7781422.13285, 1587697.53143","[1587697.531426777, 7781422.132854302]",1587697.53143,7781422.13285,N2753,"(1.5728232524047912, 45.227753466990492)",1.5728232524047912,45.22775346699049
LV166,"7784498.93366, 1588374.3825","[1588374.3825020837, 7784498.933661457]",1588374.3825,7784498.93366,N2754,"(1.5806919461047677, 45.255491800490596)",1.5806919461047677,45.255491800490596
LV167,"7781594.10526, 1588790.34254","[1588790.342543606, 7781594.105260147]",1588790.34254,7781594.10526,N2755,"(1.5866671486047443, 45.229481044390511)",1.5866671486047443,45.22948104439051
LV168,"7780141.50226, 1589180.35596","[1589180.3559583542, 7780141.502255598]",1589180.35596,7780141.50226,N2756,"(1.5919649420047264, 45.216504423190464)",1.5919649420047264,45.216504423190464
LV169,"7786387.69, 1590881.82596","[1590881.825965298, 7786387.690000551]",1590881.82596,7786387.69,N2757,"(1.6121276498046619, 45.272866315890653)",1.612127649804662,45.27286631589065
LV170,"7784672.01231, 1589962.23678","[1589962.236776216, 7784672.012311209]",1589962.23678,7784672.01231,N2758,"(1.6008361875046979, 45.2573104524906)",1.600836187504698,45.2573104524906
LV171,"7784869.60099, 1592665.94655","[1592665.9465559484, 7784869.600985797]",1592665.94655,7784869.60099,N2759,"(1.6351620197045837, 45.259526472890613)",1.6351620197045837,45.25952647289061
LV172,"7786341.05147, 1592379.63722","[1592379.6372171447, 7786341.051474909]",1592379.63722,7786341.05147,N2760,"(1.631184824804599, 45.272691763690659)",1.631184824804599,45.27269176369066
LV173,"7776204.98616, 1594212.4304","[1594212.430404337, 7776204.986162646]",1594212.4304,7776204.98616,N2761,"(1.6567719011045061, 45.181980993790347)",1.6567719011045061,45.18198099379035
LV174,"7776151.77531, 1592980.49206","[1592980.4920583959, 7776151.7753067715]",1592980.49206,7776151.77531,N2762,"(1.6411448895045573, 45.181306413590356)",1.6411448895045573,45.181306413590356
LV175,"7779446.59325, 1591901.55991","[1591901.559908993, 7779446.593251716]",1591901.55991,7779446.59325,N2763,"(1.6266916589046096, 45.210713045290447)",1.6266916589046096,45.21071304529045
LV176,"7773339.44873, 1579019.53563","[1579019.5356263062, 7773339.448730274]",1579019.53563,7773339.44873,N2764,"(1.4646465822051455, 45.153668984090281)",1.4646465822051455,45.15366898409028
LV177,"7772689.3348, 1578898.13618","[1578898.136181446, 7772689.334804876]",1578898.13618,7772689.3348,N2765,"(1.4632733219051497, 45.147810690190248)",1.4632733219051497,45.14781069019025
LV178,"7787238.43188, 1589196.85636","[1589196.8563670393, 7787238.431881536]",1589196.85636,7787238.43188,N2766,"(1.5905005553047353, 45.280226043190666)",1.5905005553047353,45.280226043190666
LV179,"7789804.00469, 1588759.02851","[1588759.0285090518, 7789804.004694908]",1588759.02851,7789804.00469,N2767,"(1.5843238152047585, 45.303188449490712)",1.5843238152047585,45.30318844949071
LV180,"7780153.95381, 1580116.07713","[1580116.077127638, 7780153.953809145]",1580116.07713,7780153.95381,N2768,"(1.4768239971051123, 45.21504493689045)",1.4768239971051123,45.21504493689045
LV181,"7777687.52931, 1580377.40765","[1580377.4076572997, 7777687.529309338]",1580377.40765,7777687.52931,N2769,"(1.4807704599050966, 45.192949027690389)",1.4807704599050966,45.19294902769039
LV182,"7777149.62212, 1578888.97262","[1578888.972617508, 7777149.62211632]",1578888.97262,7777149.62212,N2770,"(1.4620105767051603, 45.187850804390386)",1.4620105767051603,45.187850804390386
LV183,"7767852.41561, 1601351.58236","[1601351.5823562883, 7767852.415613787]",1601351.58236,7767852.41561,N2771,"(1.7491509271041894, 45.10808897849013)",1.7491509271041894,45.10808897849013
LV184,"7760774.49144, 1585557.73591","[1585557.735911117, 7760774.491436037]",1585557.73591,7760774.49144,N2772,"(1.550645586604849, 45.042028507189926)",1.550645586604849,45.042028507189926
LV185,"7761599.63404, 1589200.71194","[1589200.711936245, 7761599.634035169]",1589200.71194,7761599.63404,N2773,"(1.5965782220046951, 45.050049989689931)",1.5965782220046951,45.05004998968993
LV186,"7777725.33914, 1583007.84331","[1583007.8433013887, 7777725.339144293]",1583007.84331,7777725.33914,N2774,"(1.5141594659049835, 45.193755932290401)",1.5141594659049835,45.1937559322904
LV187,"7776887.43578, 1580728.14237","[1580728.1423669858, 7776887.435781973]",1580728.14237,7776887.43578,N2775,"(1.4854263731050803, 45.18582900849038)",1.4854263731050803,45.18582900849038
LV188,"7779656.62601, 1581820.84868","[1581820.848679012, 7779656.626013132]",1581820.84868,7779656.62601,N2776,"(1.4986031040050387, 45.210884936590482)",1.4986031040050387,45.21088493659048
LV189,"7774545.02479, 1580441.99293","[1580441.9929262924, 7774545.024793665]",1580441.99293,7774545.02479,N2777,"(1.4823882214050883, 45.164748672290315)",1.4823882214050883,45.164748672290315
LV190,"7774788.47018, 1579854.19912","[1579854.1991233393, 7774788.470178726]",1579854.19912,7774788.47018,N2778,"(1.474866979305113, 45.166828419290297)",1.474866979305113,45.1668284192903
LV191,"7776050.5123, 1581176.64945","[1581176.6494546481, 7776050.512299034]",1581176.64945,7776050.5123,N2779,"(1.4913314137050602, 45.178395645390346)",1.4913314137050602,45.178395645390346
LV192,"7786658.37345, 1578388.30175","[1578388.301750226, 7786658.373453703]",1578388.30175,7786658.37345,N2780,"(1.4531942882051971, 45.273128227390664)",1.4531942882051971,45.273128227390664
LV193,"7763185.25882, 1586018.93264","[1586018.9326393495, 7763185.258821021]",1586018.93264,7763185.25882,N2781,"(1.5559042961048326, 45.063747943289982)",1.5559042961048326,45.06374794328998
LV194,"7782784.67233, 1582139.01074","[1582139.0107385744, 7782784.672327137]",1582139.01074,7782784.67233,N2782,"(1.5018599763050295, 45.239024882690529)",1.5018599763050295,45.23902488269053
LV195,"7771790.75471, 1597194.09774","[1597194.0977448972, 7771790.75471297]",1597194.09774,7771790.75471,N2783,"(1.6955867570043712, 45.142817623190233)",1.6955867570043712,45.14281762319023
LV196,"7766491.18935, 1580706.69967","[1580706.6996754468, 7766491.189352698]",1580706.69967,7766491.18935,N2784,"(1.4877835462050633, 45.092495878290087)",1.4877835462050633,45.09249587829009
LV197,"7769821.95293, 1599547.40953","[1599547.4095317484, 7769821.952934815]",1599547.40953,7769821.95293,N2785,"(1.7258593994042679, 45.125501233990171)",1.725859399404268,45.12550123399017
LV198,"7769302.81524, 1588182.4149","[1588182.4148994337, 7769302.8152360255]",1588182.4149,7769302.81524,N2786,"(1.5818606388047518, 45.11903133509017)",1.5818606388047518,45.11903133509017
LV199,"7757357.97817, 1594679.58359","[1594679.5835945946, 7757357.978165509]",1594679.58359,7757357.97817,N2787,"(1.6669041931044581, 45.012860866389822)",1.6669041931044581,45.01286086638982
LV200,"7765517.78559, 1597581.01931","[1597581.0193105647, 7765517.785589297]",1597581.01931,7765517.78559,N2788,"(1.7018559854043451, 45.08656180769006)",1.7018559854043451,45.08656180769006
LV201,"7774000.97408, 1581745.39191","[1581745.3919045073, 7774000.974081252]",1581745.39191,7774000.97408,N2789,"(1.4990651252050327, 45.160097161590308)",1.4990651252050327,45.16009716159031
LV202,"7764160.97375, 1584432.63967","[1584432.6396665738, 7764160.9737493545]",1584432.63967,7764160.97375,N2790,"(1.5355730978049007, 45.072233859289994)",1.5355730978049007,45.072233859289994
LV203,"7779420.74559, 1598656.6757","[1598656.6757033507, 7779420.745585842]",1598656.6757,7779420.74559,N2791,"(1.7124988248043223, 45.211543950290434)",1.7124988248043223,45.211543950290434
LV204,"7780419.56457, 1597111.62921","[1597111.629212996, 7780419.5645728195]",1597111.62921,7780419.56457,N2792,"(1.6926553601043899, 45.220274582790466)",1.6926553601043899,45.220274582790466
LV205,"7779149.40912, 1595354.75024","[1595354.750238581, 7779149.409115936]",1595354.75024,7779149.40912,N2793,"(1.6706188027044599, 45.20859681289042)",1.67061880270446,45.20859681289042
LV206,"7780551.40238, 1583709.08215","[1583709.082156101, 7780551.402383265]",1583709.08215,7780551.40238,N2794,"(1.5223646639049604, 45.219250820690483)",1.5223646639049604,45.21925082069048
LV207,"7774182.58966, 1584519.15644","[1584519.1564405619, 7774182.589658886]",1584519.15644,7774182.58966,N2795,"(1.5342175000049147, 45.162214235390302)",1.5342175000049147,45.1622142353903
LV208,"7775899.69252, 1587300.28239","[1587300.2823881167, 7775899.692523322]",1587300.28239,7775899.69252,N2796,"(1.5690987331047987, 45.178106148090343)",1.5690987331047987,45.17810614809034
LV209,"7774320.51387, 1586994.94575","[1586994.9457519092, 7774320.513867079]",1586994.94575,7774320.51387,N2797,"(1.5656017194048113, 45.163877068090279)",1.5656017194048113,45.16387706809028
LV210,"7775769.9715, 1587558.5847","[1587558.5846937469, 7775769.971501432]",1587558.5847,7775769.9715,N2798,"(1.5724084841047872, 45.176985211490354)",1.5724084841047872,45.176985211490354
LV211,"7776029.38896, 1588129.52717","[1588129.5271671016, 7776029.388959178]",1588129.52717,7776029.38896,N2799,"(1.5795940350047639, 45.179410355390338)",1.579594035004764,45.17941035539034
LV212,"7775831.95243, 1588491.00255","[1588491.0025518085, 7775831.952428172]",1588491.00255,7775831.95243,N2800,"(1.5842293239047469, 45.177698444190341)",1.584229323904747,45.17769844419034
LV213,"7774783.85671, 1587367.57814","[1587367.5781407813, 7774783.856708921]",1587367.57814,7774783.85671,N2801,"(1.5702197503047957, 45.168099902590335)",1.5702197503047957,45.168099902590335
LV214,"7774282.36909, 1587517.67572","[1587517.6757149268, 7774282.369088468]",1587517.67572,7774282.36909,N2802,"(1.5722443839047868, 45.163623094490305)",1.5722443839047868,45.163623094490305
LV215,"7774817.28763, 1586790.94111","[1586790.9411105646, 7774817.287628142]",1586790.94111,7774817.28763,N2803,"(1.5628935070048187, 45.168302272190331)",1.5628935070048187,45.16830227219033
LV216,"7774773.81797, 1586034.38967","[1586034.3896744738, 7774773.817965045]",1586034.38967,7774773.81797,N2804,"(1.5533024697048505, 45.167782997790333)",1.5533024697048505,45.16778299779033
LV217,"7776237.57796, 1588692.56467","[1588692.5646726808, 7776237.577956961]",1588692.56467,7776237.57796,N2805,"(1.5866919936047397, 45.181373783490329)",1.5866919936047397,45.18137378349033
LV218,"7762107.95511, 1595457.66053","[1595457.6605251834, 7762107.955113543]",1595457.66053,7762107.95511,N2806,"(1.6757020164044307, 45.055622268689966)",1.6757020164044307,45.055622268689966
LV219,"7762624.02328, 1595364.84514","[1595364.8451410132, 7762624.02328213]",1595364.84514,7762624.02328,N2807,"(1.674412370204436, 45.06024042938995)",1.674412370204436,45.06024042938995
LV220,"7760891.67458, 1596603.29443","[1596603.2944277981, 7760891.67457617]",1596603.29443,7760891.67458,N2808,"(1.6904772714043823, 45.044882293589922)",1.6904772714043823,45.04488229358992
LV221,"7761663.44633, 1595298.10807","[1595298.1080647423, 7761663.446331894]",1595298.10807,7761663.44633,N2809,"(1.673779643704437, 45.051606959089938)",1.673779643704437,45.05160695908994
LV222,"7762439.90556, 1597463.26496","[1597463.2649533134, 7762439.90556039]",1597463.26496,7762439.90556,N2810,"(1.7010312115043456, 45.058913268689977)",1.7010312115043456,45.05891326868998
LV223,"7764582.71464, 1590229.32158","[1590229.3215860194, 7764582.714643716]",1590229.32158,7764582.71464,N2811,"(1.6089117196046552, 45.076998529690016)",1.6089117196046552,45.076998529690016
LV224,"7766271.14847, 1592802.91838","[1592802.918378838, 7766271.148467649]",1592802.91838,7766271.14847,N2812,"(1.6411360727045514, 45.09257418019007)",1.6411360727045514,45.09257418019007
LV225,"7764542.07925, 1591981.81493","[1591981.8149315428, 7764542.07924544]",1591981.81493,7764542.07925,N2813,"(1.6311249324045809, 45.076919754190023)",1.631124932404581,45.07691975419002
LV226,"7766604.42696, 1583045.69558","[1583045.6955802033, 7766604.426961008]",1583045.69558,7766604.42696,N2814,"(1.5173980843049655, 45.09392660509009)",1.5173980843049655,45.09392660509009
LV227,"7773859.18786, 1598134.4881","[1598134.4880981154, 7773859.187857565]",1598134.4881,7773859.18786,N2815,"(1.7070692899043365, 45.161532028890299)",1.7070692899043365,45.1615320288903
LV228,"7767573.04012, 1583510.52228","[1583510.5222740178, 7767573.040120355]",1583510.52228,7767573.04012,N2816,"(1.5230502345049481, 45.102703131090088)",1.5230502345049481,45.10270313109009
LV229,"7767233.37948, 1582043.51203","[1582043.5120312534, 7767233.379477041]",1582043.51203,7767233.37948,N2817,"(1.5045398722050081, 45.099396166690092)",1.504539872205008,45.09939616669009
LV230,"7765674.41899, 1583192.81276","[1583192.8127635932, 7765674.418987833]",1583192.81276,7765674.41899,N2818,"(1.5194924708049578, 45.085603831990063)",1.5194924708049578,45.08560383199006
LV231,"7767028.79139, 1583523.79265","[1583523.7926500116, 7767028.791388353]",1583523.79265,7767028.79139,N2819,"(1.5233526497049461, 45.097819749290082)",1.523352649704946,45.09781974929008
LV232,"7763469.56689, 1600509.54652","[1600509.5465264441, 7763469.566894458]",1600509.54652,7763469.56689,N2820,"(1.7393987172042207, 45.06861766049002)",1.7393987172042207,45.06861766049002
LV233,"7763681.80438, 1600490.50223","[1600490.502223463, 7763681.804375071]",1600490.50223,7763681.80438,N2821,"(1.7391127987042214, 45.070520109490005)",1.7391127987042214,45.070520109490005
