,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV342,"7776708.9742, 1581573.17547","[1581573.175468664, 7776708.97420222]",1581573.17547,7776708.9742,N2930,"(1.4961990935050451, 45.184377685390366)",1.496199093505045,45.184377685390366
LV343,"7777398.14522, 1584078.28165","[1584078.2816506692, 7777398.145220699]",1584078.28165,7777398.14522,N2931,"(1.5278315500049386, 45.191005719290395)",1.5278315500049386,45.191005719290395
LV344,"7774972.80191, 1579546.95655","[1579546.956552278, 7774972.80191489]",1579546.95655,7774972.80191,N2932,"(1.4709207660051278, 45.168427751090334)",1.4709207660051278,45.168427751090334
LV345,"7777600.14702, 1581223.99146","[1581223.991457426, 7777600.147019646]",1581223.99146,7777600.14702,N2933,"(1.49154144280506, 45.1923161186904)",1.49154144280506,45.1923161186904
LV346,"7777789.19951, 1583559.58172","[1583559.5817173207, 7777789.199505808]",1583559.58172,7777789.19951,N2934,"(1.5211491589049599, 45.194425987890391)",1.52114915890496,45.19442598789039
LV347,"7776248.84251, 1584313.43133","[1584313.4313345402, 7776248.84251325]",1584313.43133,7776248.84251,N2935,"(1.5310995097049265, 45.180728512490347)",1.5310995097049265,45.18072851249035
LV348,"7775770.3913, 1581076.65888","[1581076.6588781076, 7775770.391297122]",1581076.65888,7775770.3913,N2936,"(1.490132922105063, 45.175862997590329)",1.490132922105063,45.17586299759033
LV349,"7777717.48084, 1591422.33411","[1591422.3341108947, 7777717.480841891]",1591422.33411,7777717.48084,N2937,"(1.621003782104627, 45.195110963990366)",1.621003782104627,45.195110963990366
LV350,"7763915.98475, 1590268.23465","[1590268.2346543726, 7763915.984751626]",1590268.23465,7763915.98475,N2938,"(1.6095594782046523, 45.071019746290013)",1.6095594782046523,45.07101974629001
LV351,"7780599.52529, 1581017.48591","[1581017.4859115968, 7780599.525287321]",1581017.48591,7780599.52529,N2939,"(1.488161012205073, 45.219207007290493)",1.488161012205073,45.21920700729049
LV352,"7770714.67817, 1600709.6953","[1600709.6953025924, 7770714.678168923]",1600709.6953,7770714.67817,N2940,"(1.7404112512042214, 45.1336899675902)",1.7404112512042214,45.1336899675902
LV353,"7769354.03258, 1588823.54925","[1588823.5492463869, 7769354.032576435]",1588823.54925,7769354.03258,N2941,"(1.5899779600047237, 45.119598349690165)",1.5899779600047237,45.119598349690165
LV354,"7788898.11667, 1582996.31991","[1582996.3199121805, 7788898.116665864]",1582996.31991,7788898.11667,N2942,"(1.5112307611050042, 45.294064851490745)",1.5112307611050042,45.294064851490745
LV355,"7775283.50928, 1595472.69435","[1595472.6943500158, 7775283.5092761945]",1595472.69435,7775283.50928,N2943,"(1.6729752140044514, 45.173907041490331)",1.6729752140044514,45.17390704149033
LV356,"7772963.1343, 1581677.85248","[1581677.8524853354, 7772963.134296367]",1581677.85248,7772963.1343,N2944,"(1.4984686197050319, 45.150768088490253)",1.4984686197050319,45.15076808849025
LV357,"7777044.76091, 1592267.12121","[1592267.1212146329, 7777044.760907612]",1592267.12121,7777044.76091,N2945,"(1.6318846698045884, 45.189208542390382)",1.6318846698045884,45.18920854239038
LV358,"7780220.64433, 1595604.30374","[1595604.303741368, 7780220.644327575]",1595604.30374,7780220.64433,N2946,"(1.6735506523044523, 45.218253828890433)",1.6735506523044523,45.21825382889043
LV359,"7773243.35037, 1594263.67756","[1594263.6775611197, 7773243.350370055]",1594263.67756,7773243.35037,N2947,"(1.6580871256044987, 45.155400027990275)",1.6580871256044987,45.155400027990275
LV360,"7771745.14697, 1595344.08073","[1595344.080734085, 7771745.14697285]",1595344.08073,7771745.14697,N2948,"(1.6721283921044494, 45.142120196090232)",1.6721283921044494,45.14212019609023
LV361,"7785533.5013, 1579654.79299","[1579654.7929919786, 7785533.501298341]",1579654.79299,7785533.5013,N2949,"(1.469587070605141, 45.263259346790605)",1.469587070605141,45.263259346790605
LV362,"7783791.64778, 1579131.1865","[1579131.1864977619, 7783791.647782944]",1579131.1865,7783791.64778,N2950,"(1.4633785563051602, 45.247525759690575)",1.4633785563051602,45.247525759690575
LV363,"7787390.70576, 1582227.83638","[1582227.8363739906, 7787390.705758258]",1582227.83638,7787390.70576,N2951,"(1.5018334842050336, 45.280394804290694)",1.5018334842050336,45.280394804290694
LV364,"7775735.9987, 1598811.75553","[1598811.7555303525, 7775735.998700173]",1598811.75553,7775735.9987,N2952,"(1.7152607794043087, 45.178485210990367)",1.7152607794043087,45.17848521099037
LV365,"7776662.14393, 1595927.59792","[1595927.5979271315, 7776662.143931878]",1595927.59792,7776662.14393,N2953,"(1.6784446103044337, 45.186355646090369)",1.6784446103044337,45.18635564609037
LV366,"7776312.32891, 1595718.9979","[1595718.9978948436, 7776312.32890656]",1595718.9979,7776312.32891,N2954,"(1.6758737273044428, 45.183182361890353)",1.6758737273044428,45.18318236189035
LV367,"7775927.30225, 1595036.35138","[1595036.3513794886, 7775927.302253122]",1595036.35138,7775927.30225,N2955,"(1.6672932961044709, 45.179618343490368)",1.6672932961044709,45.17961834349037
LV368,"7768262.45338, 1598091.54425","[1598091.5442485746, 7768262.453378501]",1598091.54425,7768262.45338,N2956,"(1.707733430604329, 45.111279828290144)",1.707733430604329,45.111279828290144
LV369,"7768751.809, 1601242.81211","[1601242.8121086035, 7768751.808996367]",1601242.81211,7768751.809,N2957,"(1.7475838609041947, 45.116147219390136)",1.7475838609041947,45.116147219390136
LV370,"7770647.34964, 1597890.0879","[1597890.0879022612, 7770647.349641858]",1597890.0879,7770647.34964,N2958,"(1.704663359404341, 45.132659512290211)",1.704663359404341,45.13265951229021
LV371,"7771198.33914, 1597380.23487","[1597380.2348700461, 7771198.339135466]",1597380.23487,7771198.33914,N2959,"(1.6980769180043631, 45.137527793590209)",1.6980769180043631,45.13752779359021
LV372,"7771331.82593, 1600950.68997","[1600950.6899720063, 7771331.825931136]",1600950.68997,7771331.82593,N2960,"(1.743338344504213, 45.139266419190207)",1.743338344504213,45.13926641919021
LV373,"7767956.0494, 1599163.34898","[1599163.3489821209, 7767956.049400725]",1599163.34898,7767956.0494,N2961,"(1.7213874731042835, 45.108692041390121)",1.7213874731042835,45.10869204139012
LV374,"7782394.89462, 1583054.85837","[1583054.8583706503, 7782394.894616222]",1583054.85837,7782394.89462,N2962,"(1.51359539380499, 45.235687074690553)",1.51359539380499,45.23568707469055
LV375,"7789256.0882, 1581422.99565","[1581422.9956541553, 7789256.088201836]",1581422.99565,7789256.0882,N2963,"(1.4911263066050702, 45.296999985690739)",1.4911263066050702,45.29699998569074
LV376,"7785499.33533, 1594075.36969","[1594075.3696919398, 7785499.335333367]",1594075.36969,7785499.33533,N2964,"(1.6529380978045241, 45.265406660090626)",1.652938097804524,45.265406660090626
LV377,"7785894.21206, 1594847.37552","[1594847.3755192042, 7785894.212060677]",1594847.37552,7785894.21206,N2965,"(1.662665337604492, 45.269074692690623)",1.662665337604492,45.26907469269062
LV378,"7767434.50208, 1586240.0882","[1586240.0882006036, 7767434.502084662]",1586240.0882,7767434.50208,N2966,"(1.5576828649048307, 45.101930659090101)",1.5576828649048307,45.1019306590901
LV379,"7764018.70073, 1585460.38317","[1585460.3831695619, 7764018.700730173]",1585460.38317,7764018.70073,N2967,"(1.5486275592048568, 45.071133905690019)",1.5486275592048568,45.07113390569002
LV380,"7765899.53494, 1596720.00985","[1596720.0098454047, 7765899.534944802]",1596720.00985,7765899.53494,N2968,"(1.6908615519043824, 45.089856113990052)",1.6908615519043824,45.08985611399005
LV381,"7770137.52777, 1594726.15613","[1594726.1561263, 7770137.527765857]",1594726.15613,7770137.52777,N2969,"(1.6646485468044732, 45.127590353990186)",1.6646485468044732,45.127590353990186
LV382,"7770589.98183, 1592962.94973","[1592962.949729181, 7770589.981834147]",1592962.94973,7770589.98183,N2970,"(1.6421851558045493, 45.13137145389021)",1.6421851558045493,45.13137145389021
LV383,"7767453.90109, 1592945.40329","[1592945.403287687, 7767453.901085901]",1592945.40329,7767453.90109,N2971,"(1.6426738342045455, 45.103214874990108)",1.6426738342045455,45.10321487499011
LV384,"7769400.07894, 1592045.769","[1592045.769003356, 7769400.0789428055]",1592045.769,7769400.07894,N2972,"(1.6308250109045859, 45.120541276490172)",1.6308250109045859,45.12054127649017
LV385,"7762329.23114, 1591418.88016","[1591418.8801608249, 7762329.231141174]",1591418.88016,7762329.23114,N2973,"(1.6245006669046012, 45.056963881989951)",1.6245006669046012,45.05696388198995
LV386,"7766693.9689, 1593345.08623","[1593345.0862367973, 7766693.968898132]",1593345.08623,7766693.9689,N2974,"(1.6479118557045294, 45.096456826990099)",1.6479118557045294,45.0964568269901
LV387,"7764230.70971, 1589776.00306","[1589776.0030580137, 7764230.7097075945]",1589776.00306,7764230.70971,N2975,"(1.6032503191046765, 45.073763877590011)",1.6032503191046765,45.07376387759001
LV388,"7775455.17698, 1600007.38882","[1600007.3888178337, 7775455.176977369]",1600007.38882,7775455.17698,N2976,"(1.7304979402042586, 45.176144581390339)",1.7304979402042586,45.17614458139034
LV389,"7767854.94437, 1583874.8273","[1583874.827304731, 7767854.9443681985]",1583874.8273,7767854.94437,N2977,"(1.5275987202049335, 45.105297320590111)",1.5275987202049335,45.10529732059011
LV390,"7764589.41051, 1600375.70753","[1600375.7075305495, 7764589.410505181]",1600375.70753,7764589.41051,N2978,"(1.7374672592042262, 45.078650738390017)",1.7374672592042262,45.07865073839002
LV391,"7765762.6301, 1583829.99164","[1583829.991640807, 7765762.630100915]",1583829.99164,7765762.6301,N2979,"(1.527544870504931, 45.086506948390053)",1.527544870504931,45.08650694839005
LV392,"7767507.00449, 1580986.75195","[1580986.75195076, 7767507.004490496]",1580986.75195,7767507.00449,N2980,"(1.4910767681050541, 45.101664733090104)",1.491076768105054,45.101664733090104
LV393,"7761314.29415, 1582031.24818","[1582031.2481795354, 7761314.294147552]",1582031.24818,7761314.29415,N2981,"(1.5058611982049976, 45.046260266089931)",1.5058611982049976,45.04626026608993
LV394,"7778762.51908, 1594052.67873","[1594052.6787286357, 7778762.519081467]",1594052.67873,7778762.51908,N2982,"(1.6541682525045165, 45.204917246490439)",1.6541682525045165,45.20491724649044
LV395,"7779939.29477, 1594272.9232","[1594272.9231994136, 7779939.294765731]",1594272.9232,7779939.29477,N2983,"(1.656700918804509, 45.215517589190469)",1.656700918804509,45.21551758919047
LV396,"7781332.23899, 1593807.40914","[1593807.4091379324, 7781332.238993071]",1593807.40914,7781332.23899,N2984,"(1.6504730684045306, 45.227949703090509)",1.6504730684045306,45.22794970309051
LV397,"7770385.073, 1587065.92372","[1587065.923720112, 7770385.073003258]",1587065.92372,7770385.073,N2985,"(1.5674449736047993, 45.12855885739021)",1.5674449736047993,45.12855885739021
LV398,"7759667.52488, 1596241.18085","[1596241.1808545738, 7759667.524875822]",1596241.18085,7759667.52488,N2986,"(1.6861602984043946, 45.033837193589882)",1.6861602984043946,45.03383719358988
LV399,"7780727.6495, 1583488.12249","[1583488.1224905564, 7780727.64949769]",1583488.12249,7780727.6495,N2987,"(1.5195141120049702, 45.220794508590487)",1.5195141120049702,45.22079450859049
LV400,"7772335.65573, 1579989.94038","[1579989.9403769234, 7772335.655733406]",1579989.94038,7772335.65573,N2988,"(1.4772140924051036, 45.144833162690247)",1.4772140924051036,45.14483316269025
LV401,"7772870.13456, 1579142.54866","[1579142.5486565602, 7772870.134562985]",1579142.54866,7772870.13456,N2989,"(1.4663276153051401, 45.149478150390273)",1.46632761530514,45.14947815039027
LV402,"7773806.62446, 1584013.51145","[1584013.511443425, 7773806.624457729]",1584013.51145,7773806.62446,N2990,"(1.5278935484049359, 45.158751161190267)",1.5278935484049359,45.15875116119027
LV403,"7775328.09517, 1584139.58931","[1584139.589306479, 7775328.095172154]",1584139.58931,7775328.09517,N2991,"(1.529119234004932, 45.172432159590322)",1.529119234004932,45.17243215959032
LV404,"7775077.93712, 1583965.44015","[1583965.4401528533, 7775077.937123181]",1583965.44015,7775077.93712,N2992,"(1.5269705302049408, 45.17015602719033)",1.5269705302049408,45.17015602719033
LV405,"7775426.61565, 1584404.5468","[1584404.5468051767, 7775426.615653029]",1584404.5468,7775426.61565,N2993,"(1.5324579302049204, 45.173362678290331)",1.5324579302049204,45.17336267829033
LV406,"7774175.13754, 1583914.82107","[1583914.8210768327, 7774175.13753788]",1583914.82107,7774175.13754,N2994,"(1.5265505111049384, 45.162042292190307)",1.5265505111049384,45.16204229219031
LV407,"7774644.89869, 1585028.62649","[1585028.6264900619, 7774644.898694648]",1585028.62649,7774644.89869,N2995,"(1.5405697414048936, 45.166452765990314)",1.5405697414048936,45.166452765990314
LV408,"7774063.38889, 1585878.86657","[1585878.8665691728, 7774063.388889]",1585878.86657,7774063.38889,N2996,"(1.5515007657048581, 45.161378436390265)",1.551500765704858,45.161378436390265
LV409,"7773825.51961, 1581738.73657","[1581738.7365627477, 7773825.519610965]",1581738.73657,7773825.51961,N2997,"(1.4990246995050311, 45.158520852890284)",1.4990246995050311,45.158520852890284
LV410,"7773315.12786, 1581671.02458","[1581671.0245866668, 7773315.127858066]",1581671.02458,7773315.12786,N2998,"(1.4982936460050333, 45.153926845990256)",1.4982936460050333,45.153926845990256
LV411,"7773389.32384, 1582487.31993","[1582487.3199316426, 7773389.323838338]",1582487.31993,7773389.32384,N2999,"(1.5086320340050008, 45.154737412490249)",1.5086320340050008,45.15473741249025
LV412,"7773784.06552, 1584276.84852","[1584276.8485254734, 7773784.065521437]",1584276.84852,7773784.06552,N3000,"(1.5312405400049249, 45.158594435690269)",1.531240540004925,45.15859443569027
LV413,"7774487.73092, 1582120.6553","[1582120.655305411, 7774487.73091729]",1582120.6553,7774487.73092,N3001,"(1.5037051284050167, 45.164533506690326)",1.5037051284050167,45.164533506690326
LV414,"7773498.88845, 1584442.47681","[1584442.4768098267, 7773498.888451212]",1584442.47681,7773498.88845,N3002,"(1.533412087304916, 45.156063016490279)",1.533412087304916,45.15606301649028
LV415,"7773053.4169, 1586178.88858","[1586178.8885772722, 7773053.416904016]",1586178.88858,7773053.4169,N3003,"(1.5555518013048424, 45.152362721990286)",1.5555518013048424,45.152362721990286
LV416,"7772853.77973, 1585781.15016","[1585781.150159243, 7772853.7797317365]",1585781.15016,7772853.77973,N3004,"(1.5505538875048583, 45.15050241989028)",1.5505538875048583,45.15050241989028
LV417,"7772675.94691, 1580385.05221","[1580385.0522102423, 7772675.94691383]",1580385.05221,7772675.94691,N3005,"(1.4821399359050864, 45.147959088090253)",1.4821399359050864,45.14795908809025
LV418,"7772283.52434, 1581804.30122","[1581804.3012206687, 7772283.524342483]",1581804.30122,7772283.52434,N3006,"(1.5002432192050272, 45.144689458190228)",1.5002432192050272,45.14468945819023
LV419,"7769869.00313, 1582481.16226","[1582481.1622568145, 7769869.003130013]",1582481.16226,7769869.00313,N3007,"(1.509431004704993, 45.123133485990166)",1.509431004704993,45.12313348599017
LV420,"7774006.34491, 1582620.49873","[1582620.4987279607, 7774006.344905771]",1582620.49873,7774006.34491,N3008,"(1.510168131804994, 45.160300149590299)",1.510168131804994,45.1603001495903
LV421,"7773469.69909, 1580272.42603","[1580272.426028914, 7773469.6990892505]",1580272.42603,7773469.69909,N3009,"(1.480509564605093, 45.155064614090293)",1.480509564605093,45.15506461409029
LV422,"7772846.26625, 1585129.80498","[1585129.8049805807, 7772846.266246162]",1585129.80498,7772846.26625,N3010,"(1.5422921228048863, 45.150322991990258)",1.5422921228048863,45.15032299199026
LV423,"7774504.81064, 1582576.17013","[1582576.1701341933, 7774504.810637662]",1582576.17013,7774504.81064,N3011,"(1.5094814356049964, 45.164767295890314)",1.5094814356049964,45.164767295890314
LV424,"7772758.94994, 1582963.09848","[1582963.0984786095, 7772758.949944498]",1582963.09848,7772758.94994,N3012,"(1.5148251459049786, 45.149162052290258)",1.5148251459049786,45.14916205229026
LV425,"7771143.89453, 1584758.69838","[1584758.6983857697, 7771143.894533632]",1584758.69838,7771143.89453,N3013,"(1.5379999146049002, 45.134976105490217)",1.5379999146049002,45.13497610549022
LV426,"7772387.58259, 1579733.90666","[1579733.9066567332, 7772387.582587936]",1579733.90666,7772387.58259,N3014,"(1.4739529579051152, 45.145253161690242)",1.4739529579051152,45.14525316169024
LV427,"7772442.94396, 1579442.85581","[1579442.8558077407, 7772442.943957893]",1579442.85581,7772442.94396,N3015,"(1.4702466814051258, 45.145697559690241)",1.4702466814051258,45.14569755969024
LV428,"7774541.16217, 1584537.61339","[1584537.6133921966, 7774541.162169964]",1584537.61339,7774541.16217,N3016,"(1.5343638559049135, 45.165436531490315)",1.5343638559049135,45.165436531490315
LV429,"7773695.96906, 1585327.51383","[1585327.5138277756, 7773695.969057079]",1585327.51383,7773695.96906,N3017,"(1.5445937462048802, 45.157985233490251)",1.5445937462048802,45.15798523349025
LV430,"7772960.99414, 1584522.51707","[1584522.5170674354, 7772960.9941381505]",1584522.51707,7772960.99414,N3018,"(1.534559420804912, 45.151247977490264)",1.534559420804912,45.151247977490264
LV431,"7771565.27423, 1581984.81233","[1581984.8123300176, 7771565.274234914]",1581984.81233,7771565.27423,N3019,"(1.5027128138050185, 45.138273527490249)",1.5027128138050185,45.13827352749025
LV432,"7771771.39764, 1579760.89464","[1579760.8946397703, 7771771.397644736]",1579760.89464,7771771.39764,N3020,"(1.4744524129051142, 45.139726409790221)",1.4744524129051142,45.13972640979022
LV433,"7775329.84803, 1582783.38872","[1582783.3887208977, 7775329.8480287185]",1582783.38872,7775329.84803,N3021,"(1.5119058314049889, 45.172210584390335)",1.511905831404989,45.172210584390335
LV434,"7784711.13898, 1578733.42832","[1578733.428318039, 7784711.138980118]",1578733.42832,7784711.13898,N3022,"(1.4580857969051793, 45.255708624790593)",1.4580857969051793,45.25570862479059
LV435,"7786126.70484, 1581115.36554","[1581115.3655383647, 7786126.70483535]",1581115.36554,7786126.70484,N3023,"(1.488005797005078, 45.268848086690632)",1.488005797005078,45.26884808669063
LV436,"7783059.82042, 1579171.23348","[1579171.2334789778, 7783059.820424103]",1579171.23348,7783059.82042,N3024,"(1.4640757495051586, 45.240962657590543)",1.4640757495051586,45.24096265759054
LV437,"7787124.40373, 1580352.56337","[1580352.5633733287, 7787124.403726517]",1580352.56337,7787124.40373,N3025,"(1.4780525930051143, 45.277668886590661)",1.4780525930051143,45.27766888659066
LV438,"7787013.88165, 1580162.46752","[1580162.4675191932, 7787013.881654192]",1580162.46752,7787013.88165,N3026,"(1.475663397505121, 45.276642332690685)",1.475663397505121,45.276642332690685
LV439,"7775455.14514, 1595307.64135","[1595307.6413462705, 7775455.145138512]",1595307.64135,7775455.14514,N3027,"(1.6708420671044573, 45.175422048990313)",1.6708420671044573,45.17542204899031
LV440,"7775100.56786, 1594971.61437","[1594971.6143755615, 7775100.567858862]",1594971.61437,7775100.56786,N3028,"(1.666655853704472, 45.172185777490306)",1.666655853704472,45.172185777490306
LV441,"7769926.93508, 1600393.59807","[1600393.598066162, 7769926.935080037]",1600393.59807,7769926.93508,N3029,"(1.7365683050042331, 45.126570702390175)",1.736568305004233,45.126570702390175
LV442,"7770414.90372, 1599811.60853","[1599811.6085323014, 7770414.903722716]",1599811.60853,7770414.90372,N3030,"(1.7290839739042583, 45.130864294790193)",1.7290839739042583,45.13086429479019
LV443,"7757354.0342, 1598138.13313","[1598138.1331350708, 7757354.034203813]",1598138.13313,7757354.0342,N3031,"(1.7106731577043113, 45.013361740389804)",1.7106731577043113,45.013361740389804
LV444,"7758369.97788, 1597994.80107","[1597994.8010634778, 7758369.977883613]",1597994.80107,7758369.97788,N3032,"(1.7086405434043179, 45.022459628689845)",1.708640543404318,45.022459628689845
LV445,"7774015.23782, 1583890.24389","[1583890.2438883379, 7774015.237818135]",1583890.24389,7774015.23782,N3033,"(1.5262780300049406, 45.160602510090285)",1.5262780300049406,45.160602510090285
LV446,"7773256.12957, 1584573.43794","[1584573.437941348, 7773256.1295694]",1584573.43794,7773256.12957,N3034,"(1.5351331987049106, 45.153906361390263)",1.5351331987049106,45.15390636139026
LV447,"7775365.37557, 1584644.77465","[1584644.7746560327, 7775365.375569871]",1584644.77465,7775365.37557,N3035,"(1.5355219818049108, 45.172854541490352)",1.5355219818049108,45.17285454149035
LV448,"7775759.18743, 1584226.22826","[1584226.2282599164, 7775759.187426468]",1584226.22826,7775759.18743,N3036,"(1.5301129124049284, 45.176317405690341)",1.5301129124049284,45.17631740569034
LV449,"7774273.70009, 1583584.06947","[1583584.069474457, 7774273.700085356]",1583584.06947,7774273.70009,N3037,"(1.5223290479049529, 45.162869415690317)",1.522329047904953,45.16286941569032
LV450,"7773877.1701, 1581686.31244","[1581686.3124411548, 7773877.170102936]",1581686.31244,7773877.1701,N3038,"(1.4983465391050343, 45.158975231890309)",1.4983465391050343,45.15897523189031
LV451,"7774225.04091, 1585530.67642","[1585530.6764210884, 7774225.040911434]",1585530.67642,7774225.04091,N3039,"(1.5470431239048723, 45.16276993339028)",1.5470431239048723,45.16276993339028
LV452,"7773835.04797, 1585906.55193","[1585906.551931282, 7773835.047972657]",1585906.55193,7773835.04797,N3040,"(1.5519073586048557, 45.15933323829028)",1.5519073586048557,45.15933323829028
LV453,"7773775.59274, 1581937.55916","[1581937.5591610556, 7773775.592740346]",1581937.55916,7773775.59274,N3041,"(1.5015600116050241, 45.158107904490272)",1.501560011605024,45.15810790449027
LV454,"7773568.43994, 1583069.25572","[1583069.2557233104, 7773568.4399414295]",1583069.25572,7773568.43994,N3042,"(1.515971135604975, 45.156447803690277)",1.515971135604975,45.15644780369028
LV455,"7772874.36751, 1583751.36444","[1583751.3644441208, 7772874.367509598]",1583751.36444,7772874.36751,N3043,"(1.5247970995049442, 45.150336194890265)",1.5247970995049442,45.150336194890265
LV456,"7773715.42194, 1584329.30415","[1584329.3041537972, 7773715.421941513]",1584329.30415,7773715.42194,N3044,"(1.5319229873049203, 45.157987299390292)",1.5319229873049203,45.15798729939029
LV457,"7773326.31163, 1584056.01889","[1584056.0188841186, 7773326.311627932]",1584056.01889,7773326.31163,N3045,"(1.5285510652049314, 45.15444657239027)",1.5285510652049314,45.15444657239027
LV458,"7770898.16761, 1581231.01773","[1581231.017732706, 7770898.167605437]",1581231.01773,7770898.16761,N3046,"(1.4933196995050468, 45.132150873390209)",1.4933196995050468,45.13215087339021
LV459,"7770810.02332, 1582402.58819","[1582402.5881910948, 7770810.023320564]",1582402.58819,7770810.02332,N3047,"(1.5082001408049976, 45.131567319290184)",1.5082001408049976,45.131567319290184
LV460,"7770667.08097, 1583898.31447","[1583898.3144740823, 7770667.080970557]",1583898.31447,7770667.08097,N3048,"(1.5272047875049357, 45.130546308090189)",1.5272047875049357,45.13054630809019
LV461,"7775874.8493, 1583498.17669","[1583498.176689386, 7775874.849303558]",1583498.17669,7775874.8493,N3049,"(1.5208431468049619, 45.177228804990349)",1.520843146804962,45.17722880499035
LV462,"7768772.31912, 1585505.09232","[1585505.0923164117, 7768772.319124633]",1585505.09232,7768772.31912,N3050,"(1.5480420372048642, 45.113814576890142)",1.5480420372048642,45.11381457689014
LV463,"7772284.17982, 1584877.81786","[1584877.8178608315, 7772284.179821061]",1584877.81786,7772284.17982,N3051,"(1.5392324181048946, 45.145233422390255)",1.5392324181048946,45.145233422390255
LV464,"7772142.74973, 1581436.17206","[1581436.172061555, 7772142.749731685]",1581436.17206,7772142.74973,N3052,"(1.4956087308050425, 45.143360287390237)",1.4956087308050425,45.14336028739024
LV465,"7775326.72606, 1585804.73487","[1585804.7348685272, 7775326.72605615]",1585804.73487,7775326.72606,N3053,"(1.5502538843048603, 45.172707464190331)",1.5502538843048603,45.17270746419033
LV466,"7772294.96832, 1582638.87916","[1582638.8791586463, 7772294.968324358]",1582638.87916,7772294.96832,N3054,"(1.5108274037049925, 45.144939705290241)",1.5108274037049925,45.14493970529024
LV467,"7774720.79606, 1581474.93602","[1581474.9360209373, 7774720.79605806]",1581474.93602,7774720.79606,N3055,"(1.495452242905043, 45.166511253890306)",1.495452242905043,45.166511253890306
LV468,"7773674.13647, 1583197.53443","[1583197.5344240428, 7773674.136473086]",1583197.53443,7773674.13647,N3056,"(1.5175725816049703, 45.157419190290284)",1.5175725816049703,45.157419190290284
LV469,"7775030.18778, 1584906.19567","[1584906.1956772571, 7775030.1877786415]",1584906.19567,7775030.18778,N3057,"(1.5389218882048994, 45.169890585790327)",1.5389218882048994,45.16989058579033
LV470,"7774521.96102, 1583202.64268","[1583202.6426829093, 7774521.961016953]",1583202.64268,7774521.96102,N3058,"(1.5174272824049715, 45.165031407290314)",1.5174272824049715,45.165031407290314
LV471,"7771627.42439, 1583343.29713","[1583343.2971307184, 7771627.424385898]",1583343.29713,7771627.42439,N3059,"(1.5199284748049604, 45.139070646190248)",1.5199284748049604,45.13907064619025
LV472,"7772265.22075, 1584135.06363","[1584135.063633285, 7772265.22074593]",1584135.06363,7772265.22075,N3060,"(1.5298147315049277, 45.14493448459023)",1.5298147315049277,45.14493448459023
LV473,"7773901.48008, 1584049.49235","[1584049.49235439, 7773901.480078886]",1584049.49235,7773901.48008,N3061,"(1.528326769804935, 45.159608989190282)",1.528326769804935,45.15960898919028
LV474,"7774348.79106, 1584429.55318","[1584429.5531850446, 7774348.791062354]",1584429.55318,7774348.79106,N3062,"(1.5330397017049187, 45.163690772590293)",1.5330397017049187,45.16369077259029
LV475,"7775131.19063, 1582871.77375","[1582871.7737532342, 7775131.190630482]",1582871.77375,7775131.19063,N3063,"(1.5130770055049862, 45.170442677990323)",1.5130770055049862,45.17044267799032
LV476,"7772673.53056, 1596913.9957","[1596913.9957011833, 7772673.530562759]",1596913.9957,7772673.53056,N3064,"(1.6918405020043856, 45.150699672990264)",1.6918405020043856,45.150699672990264
LV477,"7773068.44362, 1597430.26016","[1597430.2601548133, 7773068.443615343]",1597430.26016,7773068.44362,N3065,"(1.6983046803043633, 45.154324795190256)",1.6983046803043633,45.154324795190256
LV478,"7784631.36758, 1580373.68743","[1580373.6874232197, 7784631.367582845]",1580373.68743,7784631.36758,N3066,"(1.4789565235051074, 45.255289550090581)",1.4789565235051074,45.25528955009058
LV479,"7782634.51146, 1578623.02467","[1578623.0246715355, 7782634.511457546]",1578623.02467,7782634.51146,N3067,"(1.4572189196051806, 45.237044421890531)",1.4572189196051806,45.23704442189053
LV480,"7782515.32732, 1579943.53587","[1579943.5358703583, 7782515.327319805]",1579943.53587,7782515.32732,N3068,"(1.4740293855051241, 45.236214040690541)",1.474029385505124,45.23621404069054
LV481,"7788847.93308, 1581441.63351","[1581441.6335062864, 7788847.933075456]",1581441.63351,7788847.93308,N3069,"(1.49146659970507, 45.293338678390704)",1.49146659970507,45.293338678390704
LV482,"7788849.74131, 1580570.3952","[1580570.3952046738, 7788849.741305451]",1580570.3952,7788849.74131,N3070,"(1.4803834772051065, 45.293198880890728)",1.4803834772051065,45.29319888089073
LV483,"7785263.16576, 1580210.43033","[1580210.4303226008, 7785263.165760157]",1580210.43033,7785263.16576,N3071,"(1.4767201030051171, 45.260932563190622)",1.4767201030051171,45.26093256319062
LV484,"7787183.91228, 1579061.65222","[1579061.6522187372, 7787183.912276786]",1579061.65222,7787183.91228,N3072,"(1.4616209914051679, 45.277969528290662)",1.4616209914051679,45.27796952829066
LV485,"7785536.74152, 1580133.00457","[1580133.0045675887, 7785536.741524881]",1580133.00457,7785536.74152,N3073,"(1.4756659544051196, 45.263374832390618)",1.4756659544051196,45.26337483239062
LV486,"7787647.03234, 1580495.85288","[1580495.852876386, 7787647.032340242]",1580495.85288,7787647.03234,N3074,"(1.479741673905109, 45.282387024390665)",1.479741673905109,45.282387024390665
LV487,"7784847.83653, 1580160.34718","[1580160.3471837002, 7784847.836529937]",1580160.34718,7784847.83653,N3075,"(1.4761893994051192, 45.2571946295906)",1.4761893994051192,45.2571946295906
